,created_time,message,id
11,2022-12-27T20:45:10+0000,"With power comes responsibility.

In the fitness space, people get excited about how AI can analyze movement, but what I am most excited about is how to use AI to help people adopt healthier lifestyles--we generally know it's important to exercise, but doing it is challenging.

If Netflix and YouTube can recommend content you'll find interesting, how can a health app recommend a health practice that you'll adopt to improve your health long term?

The recommendation will likely need to account for and adapt to your preferences, personality, knowledge/skills, and life stage. It also must be the right level of difficulty: If it's too challenging, you'll get discouraged and give up. If it's too easy, you might not get much benefit or lose motivation.

What application of AI are you most excited about?",10104327314119821_10104316537146961
12,2022-12-27T03:29:04+0000,"While my podcast feed is mostly filled with podcasts on data science, health, and fitness, the Hidden Brain podcast is one that people from all industries will find interesting. This most recent episode features scientist and science communicator Katy Milkman, and it’s just in time for the new year, since it discusses strategies on how to follow through on our goals.",10104327314119821_10104315957164251
13,2022-12-22T19:26:12+0000,"It’s not enough to have data.

When I started my career, I assumed that having knowledge and data were the only important things for being good at my job. It didn’t take too long for me to realize that I could have all the technical knowledge I needed, but it wouldn’t matter if I couldn’t use it to influence people positively.

Scientists and analysts are all experienced with using figures and tables to show data, but even the best don’t necessarily communicate their findings in a way that is easy to interpret and translate. As someone who appreciates good data visualization, these are the points I will think about when I want to communicate more effectively with data:

- The figure title should give the take-home message, not just the topic of the figure.

- Use colours and colour intensity to emphasize the most important lines/points.

- Annotate the figure so the reader can get the important context without reading the caption/text.

A few years ago I decided to focus my professional development on behaviour change. It’s fun to think about this topic from a data science lens. 

What are your favourite examples of good data visualization?",10104327314119821_10104312344733591
14,2022-12-22T18:54:39+0000,"If you want to give improve a try but aren't ready to commit to a course, Blind Tiger Comedy is offering a couple free classes the evening of Mon Jan 9. It's a way to play games, meet people, and exercise your brain!

",10104327314119821_10104312327652821
15,2022-12-21T22:42:06+0000,"This neighboring house has these long sharp icicle hanging from all along its roof edges, while none of the other houses I saw had them. It got me thinking about the importance of good design; I would NOT want to be walking under one of these vanishing daggers if they dropped.

Have you seen any similar icicles? Drop a photo in the comments!",10104327314119821_10104311647386081
16,2022-12-20T15:39:50+0000,"A common piece of advice on applying for jobs is to apply even if you don’t meet all the requirements in the job posting. For those of you involved in hiring, how true is this?",10104327314119821_10104310456083461
17,2022-12-20T00:12:56+0000,"There are already apps that do what personal trainers do: Creating goal-specific exercise programs, providing exercise demos, and even checking form. Will it put trainers out of work? 
No; here’s why:
1. The main challenges in fitness relate to getting people to adopt resistance training and continue long term, not simply knowing what to do. A good trainer doesn’t just check form; they help people DO the things that are aligned with their motivations and abilities.

2. Even when computer vision becomes advanced enough to distinguish between subtle differences in exercise technique, differences in muscle activation patterns (which can make the difference between pain vs. no pain) cannot always be be seen, even by an expert coach. A good movement coach knows the right questions and cues to use for the individual in front of them.

What WILL happen is that these AI-based fitness products will:

- Allow more people to exercise smarter.

- Weed out low quality exercise professionals and force remaining ones to up their standards.

- Make it easier for exercisers and fitness professionals to make data-informed decisions through easier data tracking and visualization.

What do you think?",10104327314119821_10104309935257201
18,2022-12-19T02:12:15+0000,"In 2021 I got the audiobook Weapons of Math Destruction by Cathy O’Neil after joining a book club for women in STEM. It discusses the dangers of artificial intelligence algorithms in perpetuating social inequalities. I had no idea at the time that I would embark on a career where I would be developing AI algorithms. I’ll be relistening to this book, this time with the perspective of a data scientist.

Have ideas on how to change AI to reduce social inqualities? Comment below!

",10104327314119821_10104309149586691
19,2022-12-17T19:46:27+0000,"Why walking is cardio are important, but not enough to keep you fit.

Lifting weights and resistance training are not just just for athletes or people who want to change their appearance; it helps to:

- Increase strength. That way, you can do everyday activities more easily with less pain/injury.
- Counteract muscle imbalances. Most sports and cardio activities (e.g. running, cycling, hiking) inherently train some muscles and not others. A good resistance training program systematically targets the various parts of the body to help you maintain good posture and reduce aches/pains.
- Counteract the effects of ageing: Falls, broken hips, frailty, and stooped posture should not be accepted as inevitable.

Have questions or want to discuss? Comment below as this is a topic I’m passionate about.",10104327314119821_10104308112115791
20,2022-12-15T20:52:22+0000,"How doing just bodyweight 15 squats can change your body.

Even with long work hours, you can sprinkle in moments of strength training. The research shows that it helps to improve metabolism (e.g. blood sugar control) AND may even support muscle building—just 15 squats can do the trick, according to this study.

For the past 3 months, I had very little time to do much else aside from trying to keep up with the material in my data science bootcamp. I was in no mindset to take a half hour to work out, but when I had to use the bathroom, I would do 2 pull ups and/or a pistol squat.

Don’t let perfectionism stop you from being just a bit more active. Will you give this a try? 

Read about it here on Examine.com",10104327314119821_10104306747690111
21,2022-12-13T21:43:46+0000,"I just finished my diploma in data science from Lighthouse Labs and am excited for the new opportunities this opens in the tech sector! 

A bit about me: I have Master of Science in kinesiology and been working as a kinesiologist and personal trainer since 2014. My ideal next step is to work in an organization that uses technology and products to promote health/fitness on a large scale, such as health apps, gyms, or fitness product manufacturers. 

My ask: If you have a connection with such an organization and they are open to chat, I’d love to learn more about that business, even if there are no job current openings.",10104327314119821_10104305474985621
22,2022-12-06T16:38:38+0000,"Hard to believe, but Friday at noon I'll be presenting my final project for my data science diploma. My project is titled Load-Velocity Profiling to Estimate 1-Repetition Maximums (I'm still a fitness professional, after all). I'm also excited to see what my classmates will be presenting; they're an ambitious, bright group who have helped me better understand the course material.

If you have an interest in data and machine learning, feel free to register to attend. https://hopin.com/events/national-demo-day-december-8

There will be multiple demos going on at once (including web security and web development); I'm in the data science program.",10104327314119821_10104300108759581
23,2022-12-05T03:14:50+0000,"I made a little web app to predict 1RM using machine learning. Here's a preview.

If you happen to know your squat velocity, this app will estimate your 1RM and plot the load-velocity profile for the barbell squat.

Here's the app: https://silvhua-lighthouse-capstone-project-srcapp-wafhso.streamlit.app/",10104327314119821_10104298959318071
24,2022-11-24T05:50:31+0000,"https://medium.com/defy-time-fitness/data-visualization-of-canadas-fitness-as-measured-by-stats-canada-f4ed24c7d969

Did you know that Stats Canada has been doing fitness testing for a representative sample of the population every 2 years?",10104327314119821_10104290584441391
0,2022-11-17T03:29:10+0000,"Hello, fellow lifters and coaches. Help me out? If you know your 1RM squat, this is for you. All you have to do is do a quick survey. 

I will have 2 weeks starting Nov 24 to work on a final project that involves machine learning (a subset of artificial intelligence). More data = more accurate predictions.

The goal of this project is to create an algorithm that can tell you how much weight to lift for the prescribed number of reps, desired effort level (reps in reserve), and your attributes. Here's why:
1. The charts/formulas based %1RM have a lot of error; they are based on population averages and may not apply to you as an individual. Let's find an estimate that is more accurate for YOU.
2. We need a way to select an appropriate weight even without recent 1RM testing.

For simplicity, I am collecting data only on the barbell squat. Front squat, back squat, and zercher squats are included as long as the data provided are all for the same exercise. Here's my request:
1. Look at your training log and fill in the following Google form. My algorithm will require a rating of effort based on reps in reserved (RIR). If you don't track your reps in reserve, do it on your next squat session and come back! You can submit anonymously.
2. Share this with your lifting friends! The more data I have, the more accurate the predictions will be.
3. If you have the right client data, you can enter that as well!

Thanks in advance!",10104327314119821_10104281613599031
1,2022-11-07T05:16:16+0000,"Hi, fellow lifters, kinesiologists, and fitness pros. I'm exploring options for a final project I will be doing for my data science program and could use your help.

Rep max estimation equations exist, but usually have a lot of error for any given individual and/or circumstances. It would be amazing to have a machine learning model that can estimate YOUR rep max given YOUR previously-logged reps/sets, RPE/RIR, and even whether it's a regular training session or a session you've peaked for. 

My questions are:
 1. Does this type of app/algorithm already exist? I am pretty sure most just use the basic static equations.
 2. If not, I would LOVE to create this. The trouble would be getting enough data of training logs in order to sufficiently train and tune the model. Any ideas where I could go about getting adequate data for this purpose? 

I don't think looking at powerlifting/weightlifting competition results would the best data because:
 1. Most people don't train using maximal weight to failure most of the time (I envision a model that updates its estimations weekly). I want this algorithm to help people determine the right weight to use no matter what rep range, i.e. it should be able to estimate 1-15+ rep max.
 2. Repeated frequent data would be required so you won't have to do max testing for accurate rep max estimations.

Thanks in advance!",10104327314119821_10104254212615821
2,2022-11-03T07:22:04+0000,Anyone have a cleaning service to recommend for East Vancouver?,10104327314119821_10104240889695061
3,2022-09-27T21:34:58+0000,"Seeking ways to counteract my sedentary lifestyle as I will be glued to my computer 12 hours a day for the next couple months. Got this nifty fold up desk for my bike anf set up my old monitor. 
Happy for more tips on reducing butt soreness. 😂

Lighthouse Labs

#datascience #lighthouselabs",10104327314119821_10104157173572841
4,2022-09-18T20:44:28+0000,"There’s an abundance of free training resources out there, so why bother paying for it? 

The way I see it, my role is to apply my years of specialized education and experience to save people the guess work so they can just do the best bang-for-buck workouts AND still have time for other things. Online training can never replace in-person coaching, but I strive to provide the same professional guidance online as I do in person. That’s why I started making exercise videos. 

Julie* represents the type of client I most want to help: She has a high-stress career AND has 3 kids including a toddler. “I feel stronger, and more confident taking care of my baby daughter. I like the program you designed for me: it fits the tight time schedule I have, and I can always extend them when I have time (do 3 sets instead of 2). As the program stands now, I don't feel too pressured for time, and thus less stressed.”

Julie has made progress despite having little time to herself, being glued to her computer all day, and training with just a 12 kg kettlebell, 2x3kg dumbbells, and some bands. This is because:
- Exercise sessions take as little as 10 minutes per day.
- The exercises in her program provide high return-on-investment. 
- We constantly discuss how she can improve her sleep, nutrition, and recovery habits.

The deadlift with two bands is one such exercise in Julie’s program. It works many muscles, including muscles that help her improve her low back pain. All you need is 2 bands and an anchor (these are from Amazon).

What do you do to take care of your body when you are short on time and energy? Comment below!

* Name changed.",10104327314119821_10104150221879091
5,2022-09-16T21:50:59+0000,"Yelling improves strength. 

Thanks to @coachjure and @anthony.agtarap for coaching throughout the years so I can add 1kg to my personal record every once in a while. Striving for mastery and performance is the only way to stay motivated to train long term.",10104327314119821_10104148636146911
6,2022-09-14T20:27:12+0000,<3,10104327314119821_10104147163054001
7,2022-09-13T20:54:02+0000,"Congrats to Sus An and Eric for finding happiness in each other and getting married last week. 

It was a good time. Left my hair down for the first time in years. Managed to avoid spraining my ankles in heels.",10104327314119821_10104146652771611
8,2022-09-04T17:18:16+0000,https://www.agatsu.com/product/vancouver-kettlebell-certification/?fbclid=IwAR3H-zfF2wEiEMh6yfDDEY3EMbzWH4wOO34-BERVDQk6ckiWiUhyuUzvn48,10104327314119821_10104136046307051
9,2022-09-02T05:38:17+0000,"In case you're looking to level up your kettlebell skills, my coach Anthony Agtarap will be teaching the Agatsu Kettlebell certification very soon.",10104327314119821_10104134119438511
10,2022-08-30T19:30:16+0000,https://www.youtube.com/watch?v=keBZfGAmq2Q,10104327314119821_10104132241506901
11,2022-08-30T19:16:12+0000,"My improv team got invited back to do a bonus show next week :) 

",10104327314119821_10104132237080771
12,2022-08-27T16:47:31+0000,"#STEM - Strength Training and #Ergonomics Minute!
There are several reasons why inverted rows (aka TRX rows, ring rows, suspension trainer rows, bodyweight rows) stand out:
👉Compared to some other row variations, it puts negligible strain on the low back--great if you have low back pain.
👉Great as part of minimalist, time-efficient home workouts or travel workouts as the equipment is inexpensive, easy to pack, and allows for endless exercise options for the entire body.
👉You can vary the difficulty even with only one piece of equipment.
👉The demands of the movement compliment the strength curve of the muscles, i.e. the movement is hardest at your strongest position and easiest at your weakest position so the muscles get trained uniformly along the entire range of motion. Contrast this with rows using a band, which become heavier as the band stretches and become hardest at your weakest position.
👉Helps improve posture, improve shoulder health, and strengthen the core.•
•
Have more questions or want some more guidance on your fitness? Comment below! I help STEM professionals train and eat to get the bodies they want while eating carbs.",10104327314119821_10104130436244661
13,2022-08-18T22:10:23+0000,Finally finished this free course from Lighthouse Labs!,10104327314119821_10104123845332901
14,2022-08-16T20:38:04+0000,"Posted @withregram • Blind Tiger Comedy Let’s meet your Bloc Tiger Comedy Fest groups!

First up we have:

FREE SANDWICHES

Eight assorted Intro 2 improvisers,
1 special summer combo.

We aim to serve up tasty, à la carte amusement but can’t promise any of it will be healthy.

Watch them perform on Wednesday August 24th at 7pm!

Tickets at https://www.eventbrite.ca/e/bloc-tiger-comedy-fest-august-24-tickets-382640396727?aff=ebdsoporgprofile

#bloctigercomedyfest",10104327314119821_10104121939517171
15,2022-08-10T21:27:15+0000,"If you're up for some laughs, come to this improv show. My improv team, Free Sandwiches, will be among the performers. :)

",10104327314119821_10104117211896361
16,2022-08-08T05:30:54+0000,Did you know that Duolingo pioneered gamification in apps?,10104327314119821_10104115569053631
17,2022-08-06T19:02:28+0000,What’s that muscle popping in my right armpit in the jerk? 😂,10104327314119821_10104114647330771
18,2022-07-31T20:38:36+0000,"I was craving some cake, then realized that I could simply make my paleo banana bread and whip up my own healthy protein peanut butter icing. Nutritious, no added sugar, delicious, and perfect for the #lazycook like me. 😋

#dessert #bananabread",10104327314119821_10104111228087961
19,2022-07-21T17:03:08+0000,"Food affects mental health. Here's a great infographic about it.

",10104327314119821_10104104786980991
20,2022-07-14T23:29:10+0000,,10104327314119821_10104101342463831
21,2022-07-01T04:31:10+0000,"We all need to do some single leg work to keep the back and knees healthy. If you don’t like them because you feel unstable doing them, you probably need them even more. Here are two good exercises that are suitable for even bare-bones gyms like in hotels and apartments: 
✅ Cable single leg hip hinge to single arm row.
✅ Dumbbell split squat.",10104327314119821_10104092000370461
22,2022-07-01T04:29:42+0000,Chocolate fountain￼,10104327314119821_10104091999866471
23,2022-06-30T05:29:48+0000,Had the gym all to myself in the afternoon so I made good use of the wall for 70 minutes 😂,10104327314119821_10104091232828621
0,2022-06-30T05:10:55+0000,3 platforms and 3 warm up areas going on at once! Was too close to fit it all in the video.,10104327314119821_10104091225737831
1,2022-06-06T00:49:27+0000,Does anyone have a recommendation for a family doctor who is accepting new patients? Preferrably in Vancouver.,10104327314119821_10104075778209801
2,2022-06-04T19:30:23+0000,Errors and practice are necessary for learning,10104327314119821_10104074950099341
3,2022-06-03T17:22:11+0000,,10104327314119821_10104074188745101
4,2022-06-02T14:51:09+0000,This dude is insanely athletic,10104327314119821_10104072896140491
5,2022-05-30T17:45:21+0000,,10104327314119821_10104067688701241
6,2022-05-28T16:54:01+0000,Walked by the gelato shop today. Apparently they will be giving a free scoop for first 100 people! Unfortunately they were still closed when I passed by.,10104327314119821_10104065813833491
7,2022-05-27T19:26:08+0000,,10104327314119821_10104065166575601
8,2022-05-27T18:11:08+0000,,10104327314119821_10104065135393091
9,2022-05-23T05:51:18+0000,,10104327314119821_10104062408203401
10,2022-05-22T01:11:06+0000,"Grateful for the opportunity to have shared with Drake Medox College students and alumni on how strength training should be a key strategy to keep healthcare workers healthy and avoid injuries.

Do your workplace benefits include strength training? I'd love to hear what employers do to help workers thrive.",10104327314119821_10104061580387351
11,2022-05-18T04:55:33+0000,,10104327314119821_10104059390191521
12,2022-05-02T23:45:29+0000,,10104327314119821_10104048897324311
13,2022-05-02T19:08:36+0000,"""Despite the common usage of these performance supplements among female athletes, only 23% of participants were women, and 34% of the studies reviewed included at least one female athlete.
Despite the demand for female-specific sports science and sports medicine research, only 0-8% of the studies investigated supplement usage in women exclusively. Additionally, only 14% of studies including women tried to define menstrual status, and only three studies total included implementation of best practice methodologies to assess menstrual status.""

The Female Athlete Program. (2022 April). STUDY SPOTLIGHT: AUDITING THE REPRESENTATION OF FEMALE VERSUS MALE ATHLETES IN SPORTS SCIENCE AND SPORTS MEDICINE RESEARCH: EVIDENCE-BASED PERFORMANCE SUPPLEMENTS. Female Athlete Newsletter, https://mailchi.mp/a597b5ede306/female-athlete-newsletter-april-2022?e=c14b6fce4e

https://www.mdpi.com/2072-6643/14/5/953",10104327314119821_10104048738053491
14,2022-05-02T03:44:34+0000,I'm not going to remember any of this Python coding that I just learned. But 'twas fun to solve black-and-white problems.,10104327314119821_10104048371378311
15,2022-04-29T19:17:52+0000,,10104327314119821_10104046720706271
16,2022-04-28T04:49:36+0000,"For women in STEM:
",10104327314119821_10104045755735081
17,2022-04-25T23:52:50+0000,Got this fluke on first attempt,10104327314119821_10104044175591701
18,2022-04-22T05:31:09+0000,This feels like earning a gold star in as an elementary school kid.,10104327314119821_10104041516221101
19,2022-04-17T04:40:02+0000,Having fun learning to code!,10104327314119821_10104038470444861
20,2022-04-17T04:40:02+0000,Having fun learning to code!,10104327314119821_10104038470449851
21,2022-04-15T20:16:13+0000,Fourth time’s a charm￼,10104327314119821_10104037701306221
22,2022-04-13T17:13:43+0000,I can get behind this,10104327314119821_10104036527683171
23,2022-04-10T20:55:00+0000,"Look what memory popped up!

Lynda En, Kevin Chang , Denise Lin, Pammy Lee, Titus Varga, Alisa Lin, Viet Nguyen, Lia Lowe, Zelia Lim, Anran Luo, Mo Liu",10104327314119821_10104035018702181
0,2022-04-04T06:01:44+0000,This guy’s a fast eater,10104327314119821_10104031384814521
1,2022-04-03T17:45:01+0000,Errors and small wins.,10104327314119821_10104030950290311
2,2022-03-28T23:40:19+0000,"Ube protein cheesecake attempt #2 

#protein #cheesecake #proteincheesecake #healthyrecipes #healthydesserts #foodporn #cooking #lowfatdesserts #lowcarbdesserts",10104327314119821_10104027633342501
3,2022-03-26T03:33:01+0000,"Performance doesn’t improve linearly, so persistence is key to make progress. What skill are you working on? It could be an instrument, dance, or sport.

It felt like I had regressed with my hand balancing skills. I took a week off of handstands practice to reduce fatigue before my Olympic lifting competition, and that allowed an improvement in hand balancing to finally reveal itself. 

People are surprised that there is such thing as a handstands class. You have to try it to understand the difficulty and variations. I had a  revelation just this week about how to better stabilize with the core—tensing the right places, the right amount, at the right time.",10104327314119821_10104025813763951
4,2022-03-21T06:58:08+0000,,10104327314119821_10104022820592291
5,2022-03-21T00:06:07+0000,,10104327314119821_10104022592294801
6,2022-03-18T16:00:07+0000,Anthony Agtarap will be coaching me again at tomorrow’s Master’s Provincial Championships.,10104327314119821_10104020848943491
7,2022-03-16T06:00:55+0000,"Insane save in the clean and jerk!

",10104327314119821_10104019463854221
8,2022-03-10T00:51:25+0000,Ube (purple yam) protein cheesecake,10104327314119821_10104015510357061
9,2022-02-26T22:56:13+0000,"My coach's business is being nominated for a Small Business BC award! Please consider voting for Engineered Bodies Strength & Conditioning
In addition to creating a great community (not just a gym), Anthony Agtarap and Samantha Agtarap have been advocating for independent gym owners and their clients throughout the pandemic.

",10104327314119821_10104008279033691
10,2022-02-21T20:25:42+0000,"Rest day means motor skills practice day. 

How do you move on rest days?",10104327314119821_10104004560680301
11,2022-02-18T05:45:46+0000,Here's an event to promote STEM fields to high school girls.,10104327314119821_10104001498237461
12,2022-02-13T03:15:56+0000,Made a green tea durian cheesecake,10104327314119821_10103998087727151
13,2022-02-12T17:42:33+0000,Chocolate and custard is a good combo￼,10104327314119821_10103997754654631
14,2022-02-09T07:20:17+0000,"Zahra Jamal, this is how to make taro paste. Too mich work for this lazy cook haha.",10104327314119821_10103995817571561
15,2022-02-08T23:52:13+0000,"I think this flavour of protein cheesecake has been the biggest hit with my parents. Each serving or 1/4 of the recipe has 20 g of protein and 212 calories as long as you use a 0 cal sweetener such as @voluptafoods and 1% dry curd cottage cheese. 

I used 170 g of durian, so you can adjust the amount of durian according to preference.

#protein #cheesecake #proteincheesecake #ketorecipes #healthyrecipes #healthydesserts #foodporn #cooking #lowfatdesserts #lowcarbdesserts #easyrecipes #durian #lunarnewyear",10104327314119821_10103995601474621
16,2022-02-06T22:47:13+0000,"For a while it felt like I was at a plateau with my handstand balancing. Despite that, I kept practising as my coaches told me that was normal and that takes a long time. I’m feeling better at balancing, particularly with the version facing away from the wall.

What skills are you working on?",10104327314119821_10103994401708961
17,2022-01-31T00:20:34+0000,"It’s been interesting to experiment with little tweaks tension, position, and weight shift with #handstands",10104327314119821_10103988597111421
18,2022-01-29T23:36:43+0000,"A couple of times someone ￼recognized me as I was out and about with my mask on. I was impressed they could tell who I was because I did not recognize them with the mask out of context. ￼￼

My friend posted this and at first I thought was that it was cool to see an Asian female athlete on TV. And then I read what he wrote. ￼￼",10104327314119821_10103987833381941
19,2022-01-28T05:59:02+0000,,10104327314119821_10103986682139041
20,2022-01-21T18:12:40+0000,I recommend this certification for trainers snd kinesiologists to have a great system for assessing and training clients.,10104327314119821_10103981863585461
21,2022-01-17T04:09:15+0000,"I like to indulge in a show while I cycle, something that doesn't require me to think.

Sadly, I have finished the entirety of Brooklyn Nine-Nine on Netflix. It was hilarious yet clever and even action-packed. I started watching Seinfeld but it's just not up to par. 

Any other recommendations for an equivalent laugh out loud comedy to stream on Netflix or Amazon?",10104327314119821_10103978933212951
22,2022-01-16T23:14:17+0000,"https://pubmed.ncbi.nlm.nih.gov/34868603/

TL; dr?
https://examine.com/members/summaries/issue/january-2022/summary-1rNRp1",10104327314119821_10103978732545091
0,2022-01-16T02:31:29+0000,,10104327314119821_10103978097767191
1,2022-01-12T00:35:00+0000,"Get Over the Fear: How to Do Your First Handstand Hold (video linked in the comments)

The wall-facing handstand is basically an advanced plank! It does emphasize shoulder stability more than the standard plank.

These are the benefits of handstands, even if you have a desk job:
• They train your core and glutes to support a healthy back.
• They help you maintain good posture: To do a handstand, you need adequate overhead mobility and thoracic mobility, which we don't tend to challenge enough in our day to day activities (use it or lose it!).
• They strengthen the muscles that help improve posture and keep your shoulders pain-free, such as the rotator cuff, serratus anterior, and lower trapezius. 

Steps:
1. Keep your abs tight as you walk your hands and feet up into the handstand position.
2. As you hold, push the floor away from to keep your shoulder muscles active.
3. Ensure good core stability by keeping your ribs pulled towards your spine. In other words, maintain a good hollow body position. The muscles of the butt and front of the thighs should also be tense, not just the upper body and core.
4. While the goal is to bring your hands as close to the wall as you can, start in a more horizontal position if needed and gradually work towards a more vertical position as you improve strength and stability.
Whatever position you choose, always push the floor away and keep your ribs pulled towards your spine. 

If you give this a try, leave a comment on how this goes for you.",10104327314119821_10103975075513811
2,2022-01-09T16:44:00+0000,Kid humour by Justin Hua back when everyone used MSN messenger for status updates.,10104327314119821_10103973452675991
3,2022-01-08T18:01:49+0000,"Just when I was hopeful the ice would melt away so I could walk without worrying about slipping, it's snowing again. 

I'll just have to get my daily steps inside.",10104327314119821_10103972773217631
4,2022-01-04T05:24:18+0000,For my friends who are parents of  young kids :),10104327314119821_10103969805789381
5,2022-01-03T17:25:34+0000,That time I put more makeup on Vivian T than she had used in her entire life before that. It's been a while since I've done the blue smokey eye on myself.,10104327314119821_10103969301989001
6,2022-01-01T04:56:22+0000,"It's a new year. The time when the fitness industry likes to guilt you into buying their products and services. Or get you ""motivated"" to make a grand transformation by crushing yourself.
 
The reality is that for most people who struggle with fitness on top of career, family, and social life, this type of mindset does not lead to long lasting health change.
 
Here's what will work for these people:
✔️Approaching health and exercise with incremental sustainable changes instead of going all-in or not bothering at all. If you're a type-A personality, I know this is hard!
✔️Instead thinking that a lack of ""motivation"" is what's stopping them, they take a small step that provides evidence they are capable of making the change. You don't need motivation for action; motivation can come AFTER action. It can literally be one squat. 
 
Working out at home is not fun (especially in a cold garage). I never feel ""motivated"" to train. But every day, I reluctantly start training by massaging my shoulder with the lacrosse ball before going onto the next exercise. I tell myself that I don't have to finish the prescribed sets and reps, as long as I get SOMETHING done (though I usually do). I don't train to ""transform"" my body, but to take care of it, to practice challenging skills, and to feel happy about the physical feats I can do. And while I'll never have a huge social media following, I hope I can be relatable to the average working adult who would otherwise not bother training their muscles.
 
Do you feel guilty about your health habits? Could you reframe the situation to help you feel good about what you're doing well, or to help you move closer to your goals?",10104327314119821_10103967587719411
7,2022-01-01T01:59:39+0000,"New year, new handstand hold personal record. Hope it’s not a fluke!",10104327314119821_10103967479521241
